year,pdf_url,source_url,domain,score,status,file_path
2017,https://www.selfstudys.com/sitepdfs/RfF3w2Ec2KFZEKEvQC3D,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2017/neet-code-c-paper/81404,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2017_03_selfstudys.com.pdf
2017,https://www.selfstudys.com/sitepdfs/9x165FPE9tjjhJNfdVw5,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2017/neet-code-d-paper/81403,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2017_04_selfstudys.com.pdf
2017,https://www.selfstudys.com/sitepdfs/fvkpaTb15FcxisMxo36F,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2017/neet-code-s-paper/81402,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2017_05_selfstudys.com.pdf
2017,https://www.selfstudys.com/sitepdfs/bYTYmNBLaU61Mnr1icB1,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2017/neet-biology-paper/81409,www.selfstudys.com,111,ok,data\neet_papers\papers\neet_2017_06_selfstudys.com.pdf
2017,https://www.selfstudys.com/sitepdfs/ayPBlWvAxS4nfbHGJPV7,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2017/neet-chemistry-paper/81408,www.selfstudys.com,111,ok,data\neet_papers\papers\neet_2017_07_selfstudys.com.pdf
2017,https://www.selfstudys.com/sitepdfs/wQdTbQtOIBWGAvjrJEZ6,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2017/neet-physics-paper/81407,www.selfstudys.com,111,ok,data\neet_papers\papers\neet_2017_08_selfstudys.com.pdf
2018,https://www.selfstudys.com/sitepdfs/r9SRjCv0KhmStRUqS81q,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2018/neet-code-aa-paper/93845,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2018_01_selfstudys.com.pdf
2018,https://www.selfstudys.com/sitepdfs/0jFSZo4rusg95uZYKhJJ,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2018/neet-code-ee-paper/93844,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2018_02_selfstudys.com.pdf
2018,https://www.selfstudys.com/sitepdfs/HiFBHYwNebpRW3xQDo8a,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2018/neet-code-nn-paper/93843,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2018_03_selfstudys.com.pdf
2018,https://www.selfstudys.com/sitepdfs/CI62hAg3Uz0c5K7rWqlG,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2018/neet-code-pp-paper/93842,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2018_04_selfstudys.com.pdf
2018,https://www.selfstudys.com/sitepdfs/R04Z07xKPVi6zxx58cQ2,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2018/neet-code-ww-paper/93841,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2018_05_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/8ERlMfPz8biKRDkJe1Un,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-p1-paper-english/149961,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2019_01_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/nE4W7YIPei6WFOSAYvAZ,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-p1-paper-hindi/149960,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2019_02_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/gzwzqOS3QnwnI6iG8oiS,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-p2-paper-english/149959,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2019_03_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/kQhd9xSdlxhuUvWuuwty,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-q1-paper-english/149958,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2019_04_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/iVdyueDwKl1IGLHIpMQB,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-q2-paper-english/149957,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_05_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/IFMsCTuPsAnNuWYPqPdA,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-r1-paper-english/149956,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_06_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/n84AmFWRIMJ8lWukwPjN,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-r1-paper-hindi/149955,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_07_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/68wtjTKDxA3CqdNIKi14,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-r3-paper-english-hindi/149954,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_08_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/UoX9XOlh0S2XDiEh9cHM,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-s1-paper-english/149953,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_09_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/VtzPwd5CEBOOKwsNy6tb,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-s1-paper-hindi/149952,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_10_selfstudys.com.pdf
2019,https://www.selfstudys.com/sitepdfs/scKOgJFFUWJ1ftUHgNUY,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2019/neet-code-s2-paper-english/149951,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2019_11_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/2AZtTZX5LsyIvSp78tDJ,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-e1-paper-2020/343941,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2020_01_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/XnYYIO3JqcjZeBwHTjJg,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-e2-paper-2020/343940,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2020_02_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/2hhtSHo4VoiSYtor96AC,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-e3-paper-2020/343939,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2020_03_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/VR7gYHeZMJX8TaXRwdXM,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-e4-paper-2020/343938,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2020_04_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/A5VMB0CYd8qjPMig80eo,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-f1-paper-2020/343937,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_05_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/HMAtn189mIkCTm3qLo17,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-f2-paper-2020/343936,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_06_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/NQQPfU2nY2j79FlpUi0E,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-f3-paper-2020/343935,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_07_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/mHB2eYKDCh8v7hLlk2NX,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-g1-paper-2020/343934,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_08_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/Y0Q6wNBY3PWKlbpz2qYn,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-g2-paper-2020/343933,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_09_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/Evz06TqxXhlYZvkr97OO,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-g3-paper-2020/343932,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_10_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/eo5iNz7hUsL13OMMtaQG,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-g4-paper-2020/343931,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_11_selfstudys.com.pdf
2020,https://www.selfstudys.com/sitepdfs/iIDZtyXnoEsbjsrdP8Mu,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2020/neet-code-g5-paper-2020/343930,www.selfstudys.com,119,ok,data\neet_papers\papers\neet_2020_12_selfstudys.com.pdf
2021,https://www.selfstudys.com/sitepdfs/LaKwMdzCn6hDHrIkKmbm,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2021/neet-code-m1-paper-2021/522403,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2021_01_selfstudys.com.pdf
2021,https://www.selfstudys.com/sitepdfs/Phkakld9nwHDupe2t3XP,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2021/neet-code-m2-paper-2021/522402,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2021_02_selfstudys.com.pdf
2021,https://www.selfstudys.com/sitepdfs/hEv5kwKwqtotCFZTOnQL,https://www.selfstudys.com/books/neet-previous-year-paper/english/year-wise/2021/neet-code-m3-paper-2021/522401,www.selfstudys.com,119,exists,data\neet_papers\papers\neet_2021_03_selfstudys.com.pdf
